,User,Location,cleaned_location,not_colombian,location_array,city,department,country,address,latitude,longitude
5238,galvany31,Cali Colombia,cali colombia,False,['cali colombia'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5239,oscarb731,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5240,OrjuelaLau,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5242,hoyosjohnjairo,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5246,humbertorodri,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5248,rodriari70,Bogotá D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5251,Estefania_FH,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5255,Brayan_garmo03,Pasto-Colombia,"pasto,colombia",False,"['pasto', 'colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5256,AngieMorales29,"cali,colombia","cali,colombia",False,"['cali', 'colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5257,etatiana1,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5259,klandeshtine,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5266,andres3upn,Bogotá D.C ,bogota ,False,['bogota '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5267,ascjafr,Colombia - Euskal Herria.,"colombia , euskal herria ",False,"['colombia ', ' euskal herria ']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5268,StuartJaimes2,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5269,diantropias,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5272,lina_r_1,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5275,premisa34,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5278,JPSaumon,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5280,paoperez100,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5288,SophiaValenciaH,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5289,JESSIKAROSERO92,"Popayán, Colombia","popayan, colombia",False,"['popayan', ' colombia']",popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
5292,rodrigoaguaclar,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5293,Mariana_MG3,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5295,dialogosyfe,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5296,ricardoladino,"Chía, Cundinamarca, Colombia.","chia, cundinamarca, colombia ",False,"['chia', ' cundinamarca', ' colombia ']",chia,cundinamarca,colombia,"Monumento a la Diosa Chia, Calle 12, Centro Historico, Casco urbano Chía, Chía, Sabana Centro, Región Andina, 250002, Colombia",4.8612913,-74.0602063
5300,Leidik9002,Bogotá ,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5305,auditortot,Bogota,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5309,DiegoAndros,"Pamplona, Colombia","pamplona, colombia",False,"['pamplona', ' colombia']",pamplona,norte de santander,colombia,"Pamplona, Suroccidente, Norte de Santander, Región Andina, Colombia",7.3763195,-72.6481984
5313,andfel_0582,Solano - Caquetá ,"solano , caqueta",False,"['solano ', ' caqueta']",solano,caqueta,colombia,"Solano, Caquetá, Amazonia, Colombia",0.2407577,-72.52169776875364
5315,MariaPradaU,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5316,RiberoCarolina,"Bogotá, DC, Colombia","bogota,, colombia",False,"['bogota', '', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5319,Jacobojeda,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5320,neiderthomasgm,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
5329,NataAgudeloC,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5331,IJeep89,Bogota,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5333,kevinalzatemesa,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5334,Natalia93900512,"Popayán, Colombia","popayan, colombia",False,"['popayan', ' colombia']",popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
5336,danielgarciaun,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5337,MujeresEnRuta,Bucaramanga,bucaramanga,False,['bucaramanga'],bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
5339,frecamher,"Funza, Colombia","funza, colombia",False,"['funza', ' colombia']",funza,cundinamarca,colombia,"Funza, Sabana Occidente, Región Andina, Colombia",4.7471146,-74.19761164588309
5344,ArleyAnayaM,"Bucaramanga, Santander ","bucaramanga, santander",False,"['bucaramanga', ' santander']",bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
5345,fidelantoniomr,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5357,LorenitaCofre,Valparaíso,valparaiso,False,['valparaiso'],valparaiso,caqueta,colombia,"Valparaiso, Caquetá, Amazonia, Colombia",1.0801866000000002,-75.67216865553317
5360,narannjjo,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5363,4289Peque,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5366,oscmarva,Cali/Colombia,"cali,colombia",False,"['cali', 'colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5369,karina1quintero,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
5372,LuisDiaz_Kira,Villavicencio Colombia,villavicencio colombia,False,['villavicencio colombia'],villavicencio,meta,colombia,"Villavicencio, Capital, Meta, Orinoquia, Colombia",4.1315113,-73.6206667
5373,Nikolai_Pinilla,Bogotá-Colombia,"bogota,colombia",False,"['bogota', 'colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5375,RetinadeVidrio,colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5378,Triss80956897,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5379,Mary_Lucia97,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5382,TransDignidad,Arauca-Arauca (Colombia),"arauca,arauca (colombia)",False,"['arauca', 'arauca (colombia)']",arauca,arauca,colombia,"Arauca, Orinoquia, 80001, Colombia",6.7940425,-70.49616220398214
5385,DC4074,"El Socorro, Santander","el socorro, santander",False,"['el socorro', ' santander']",zapatoca,santander,colombia,"Zapatoca, Metropolitana, Santander, Región Andina, 604069, Colombia",6.8510075,-73.21755835806745
5392,jsebasrodriv,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5394,CalleRevista,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5395,JorgeLuis091087,"Bogota, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5403,leumasco28,"Bucaramanga, Colombia","bucaramanga, colombia",False,"['bucaramanga', ' colombia']",bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
5404,ConsuG64,"Madrid, Comunidad de Madrid","madrid, comunidad de madrid",False,"['madrid', ' comunidad de madrid']",madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
5407,HenryLeonardoLM,"Tunja, Boyacá","tunja, boyaca",False,"['tunja', ' boyaca']",tunja,boyaca,colombia,"Tunja, Centro, Boyacá, Región Andina, 150001, Colombia",5.5324313,-73.3616014
5420,ElAngelDC,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5421,kmifernanda,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5428,aroldan92,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5430,Dan_Andrews_5,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5432,CamiloJRS,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5438,MedicenElpollo1,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5441,xiopacu,"Bogotá, DC, Colombia","bogota,, colombia",False,"['bogota', '', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5444,LiberalesPuros,"Cauca, Colombia","cauca, colombia",False,"['cauca', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5446,Andyvalencia87,"Valle del Cauca, Colombia","valle del cauca, colombia",False,"['valle del cauca', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5450,dianatovarm,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5452,lilicatadiaz,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5459,ENoexiste,"San Francisco, Colombia","san francisco, colombia",False,"['san francisco', ' colombia']",san francisco,putumayo,colombia,"San Francisco, Putumayo, Amazonia, Colombia",1.1478382,-76.86940027126116
5462,grafikaante,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5466,orozcolgustavo,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5472,laprimakale,"Madrid, Comunidad de Madrid","madrid, comunidad de madrid",False,"['madrid', ' comunidad de madrid']",madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
5473,blogpaisbizarro,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5474,DanielGuardiaB,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
5475,luis88508369,"Palmira, Colombia","palmira, colombia",False,"['palmira', ' colombia']",palmira,valle del cauca,colombia,"Palmira, Sur, Valle del Cauca, Pacífica, Colombia",3.5308373,-76.2988048
5476,RevistaCartelTV,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5478,shiva8010,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5484,AlbeiroAb,Bogotá D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5487,Puerrres,"Ipiales, Colombia","ipiales, colombia",False,"['ipiales', ' colombia']",ipiales,nariño,colombia,"Ipiales, Ex-Providencia de Obando, Nariño, Pacífica, Colombia",0.8278641,-77.6402069
5490,jhoanmantilla14,"Piedecuesta, Colombia","piedecuesta, colombia",False,"['piedecuesta', ' colombia']",piedecuesta,santander,colombia,"Piedecuesta, Santander, Región Andina, 681011, Colombia",6.9874808,-73.0504129
5493,ricflorez,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5497,eugenavi,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5498,JEAM_79,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
5500,Joseore42534925,Santiago,santiago,False,['santiago'],santiago,putumayo,colombia,"Santiago, Putumayo, Amazonia, Colombia",1.0908871,-77.01789592571401
5504,antiComunista85,"Acacías, Colombia","acacias, colombia",False,"['acacias', ' colombia']",acacias,meta,colombia,"Acacías, Piedemonte, Meta, Orinoquia, 507001, Colombia",3.9859918,-73.7580765
5505,jumaceperez,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5516,IU_Madrid,"Madrid, Comunidad de Madrid","madrid, comunidad de madrid",False,"['madrid', ' comunidad de madrid']",madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
