,User,Location,cleaned_location,not_colombian,location_array,city,department,country,address,latitude,longitude
1267,DianaMarMontoya,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1269,_MilennaJimenez,COLOMBIA,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1275,H_U_V_A,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1278,LaDonney_,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1279,Libardo42725706,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1282,TodosporCali_,"Santiago de Cali, Colombia","santiago de cali, colombia",False,"['santiago de cali', ' colombia']",santiago de cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1284,pierrealee,Barranquilla - Santa Marta ,"barranquilla , santa marta",False,"['barranquilla ', ' santa marta']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1286,Sindualidad,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1287,Iamguichaves,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1288,BecerraGabo,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1292,DavidAlternativ,colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1293,Monicongo_,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1295,iriedani,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1296,ALFREDOSAADEV,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1300,AlejoBolivarL,"Cali, Valle, Colombia","cali, valle, colombia",False,"['cali', ' valle', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1302,priradiotv,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1305,iamdayana21,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1307,David_Millan_O,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1310,TaTaN0074,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1311,pily0415,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1322,gatunoyperruno,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1323,Caprietto,Cali - Colombia,"cali , colombia",False,"['cali ', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1325,RuthQuevedoF,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1329,HoyNoticias2,Cali-Valle del Cauca,"cali,valle del cauca",False,"['cali', 'valle del cauca']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1330,mapias15,Cali- Colombia,"cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1331,guivaga1986,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1332,PaLasQueSeaCol,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1335,Chirrystour,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1338,the_gerry,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1340,SintraunicolUV,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1345,KarenMRestrepo,Medellin Colombia,medellin colombia,False,['medellin colombia'],medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1348,AdrianaRudling,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1356,TatianaB94,"Colombia, Medellín","colombia, medellin",False,"['colombia', ' medellin']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
1360,LeydiGa02082978,"Medellín, Antioquía ","medellin, antioquia",False,"['medellin', ' antioquia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1382,Selena9423M,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1386,john53925,Bogota - Colombia,"bogota , colombia",False,"['bogota ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1393,KrameRAcordeS,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1405,selena66ww,Valencia,valencia,False,['valencia'],valencia,cordoba,colombia,"Valencia, Alto Sinú, Córdoba, Caribe, Colombia",8.1995857,-76.20309098658663
1406,JUPABLO33,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1407,lauphemerart,"Ibagué, Colombia","ibague, colombia",False,"['ibague', ' colombia']",ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
1412,IamJuanKca,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1416,SoniaVa24060859,"San Andres de Tumaco, Colombia","san andres de tumaco, colombia",False,"['san andres de tumaco', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
1424,edgardobu,"Montería, Colombia","monteria, colombia",False,"['monteria', ' colombia']",monteria,cordoba,colombia,"Centro, Córdoba, Caribe, Colombia",8.7558921,-75.887029
1425,ElDrius6,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1427,NicolasRiossal1,"Envigado, Colombia","envigado, colombia",False,"['envigado', ' colombia']",envigado,antioquia,colombia,"Envigado, Valle de Aburrá, Antioquia, Región Andina, 055422, Colombia",6.1701348,-75.587415
1429,TlJeferson,"Bogotá, D.C. ","bogota,  ",False,"['bogota', '  ']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1433,diegoalarconc,"Cúcuta, Colombia","cucuta, colombia",False,"['cucuta', ' colombia']",cucuta,norte de santander,colombia,"Cúcuta, Oriental, Norte de Santander, Región Andina, Colombia",7.8971458,-72.5080387
1434,laulondo,Bogota colombia,bogota colombia,False,['bogota colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1435,joselecaicedo,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1437,ggeral_,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1439,andreybarragan,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1441,desvengonzada,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1442,xime_772,Bogotá Colombia,bogota colombia,False,['bogota colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1446,La_CateP,Ibagué. ,ibague ,False,['ibague '],ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
1447,angelagrajales,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1452,julymarcm,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1453,flacoradio,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1454,kvivianasanche2,Ibague- Colombia,"ibague, colombia",False,"['ibague', ' colombia']",ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
1456,Harlynporras,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
1457,FADEtumaco,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1460,danibrunal,Medellín,medellin,False,['medellin'],medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1465,fotourbanareal,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1470,fabire44,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1471,Adriana_Rodz8,colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1472,lourdesedilknne,colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1475,Jeff_Andru,Jamundi-Valle,"jamundi,valle",False,"['jamundi', 'valle']",jamundi,valle del cauca,colombia,"Jamundí, Sur, Valle del Cauca, Pacífica, Colombia",3.2246641,-76.61887027339063
1477,Camila_Jr99,"Cúcuta, Colombia","cucuta, colombia",False,"['cucuta', ' colombia']",cucuta,norte de santander,colombia,"Cúcuta, Oriental, Norte de Santander, Región Andina, Colombia",7.8971458,-72.5080387
1480,mlrb68,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1481,Erika_P_M,"Pradera, Colombia","pradera, colombia",False,"['pradera', ' colombia']",pradera,valle del cauca,colombia,"Pradera, Sur, Valle del Cauca, Pacífica, Colombia",3.4217330500000003,-76.17437531217882
1482,GYGY79,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1485,MalaMMujer,"Bogotá, D.C., Colombia ","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1487,Hostil_3,colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1492,MB_Janier,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1493,DiegoGirBano,"Cali, Valle del Cauca,Colombia","cali, valle del cauca,colombia",False,"['cali', ' valle del cauca', 'colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1498,MarcelaLince,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1503,FerRubio94,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1504,josejuancarlosm,"Palmira, Colombia","palmira, colombia",False,"['palmira', ' colombia']",palmira,valle del cauca,colombia,"Palmira, Sur, Valle del Cauca, Pacífica, Colombia",3.5308373,-76.2988048
1508,TaekwondoRadio,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1510,pasmol0506,MEDELLIN,medellin,False,['medellin'],medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1511,GONZLEZDUCUARA1,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1522,Marthikafa,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1537,IMedianoche,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1539,lau_quintana_a,"Bucaramanga, Colombia","bucaramanga, colombia",False,"['bucaramanga', ' colombia']",bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
1542,vivian_abadia,"Nuquí, Colombia","nuqui, colombia",False,"['nuqui', ' colombia']",nuqui,choco,colombia,"Nuquí, Pacífico Norte, Chocó, Pacífica, 276058, Colombia",5.74411085,-77.21548881518464
1544,57Aire,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1548,RIDH_INHR,"Ginebra, Suiza","ginebra, suiza",False,"['ginebra', ' suiza']",ginebra,valle del cauca,colombia,"Ginebra, Sur, Valle del Cauca, Pacífica, Colombia",3.7473806,-76.20118145519623
1552,Soachacomunica,"Soacha, Cundinamarca","soacha, cundinamarca",False,"['soacha', ' cundinamarca']",soacha,cundinamarca,colombia,"Soacha, Región Andina, Colombia",4.50809255,-74.19711181903101
1555,Valenlagorda,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1559,LuismaUtd,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
1563,CHERColombia,Bogotá-Colombia,"bogota,colombia",False,"['bogota', 'colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1565,jessrodriguezc,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1566,_GuionAlPiso,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1568,DamAziNg2911,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1575,And_mellet,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1576,oskar9005,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1582,sontohi,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1585,_fransua,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
1587,J_Robayo,"Colombia, Bogota","colombia, bogota",False,"['colombia', ' bogota']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
1592,egimenolodosa,santander,santander,False,['santander'],zapatoca,santander,colombia,"Zapatoca, Metropolitana, Santander, Región Andina, 604069, Colombia",6.8510075,-73.21755835806745
1594,PBritos17,San Luis,san luis,False,['san luis'],san luis,tolima,colombia,"San Luis, Cabecera Municipal San Luis, San Luis, Centro, Tolima, Región Andina, Colombia",4.1341381,-75.0946957
1597,DaisyQO,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1600,_Sergio_Cabrera,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1610,venalaventana,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1613,soloenmedellin,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1617,juventudpazcol,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1622,NiallHColombia2,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1623,AnitalapalatinA,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1634,Carlosdulelo,"La Jagua de Ibirico, Colombia","la jagua de ibirico, colombia",False,"['la jagua de ibirico', ' colombia']",la jagua de ibirico,cesar,colombia,"La Jagua Ibirico, 49, La Jagua de Ibirico, Caribe, Colombia",9.5527983,-73.37160498375668
1639,victorhjulian,"Popayán, Colombia","popayan, colombia",False,"['popayan', ' colombia']",popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
1642,mafezhernandez,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1644,monita360,"Bogotá, DC, Colombia","bogota,, colombia",False,"['bogota', '', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1645,c0mamierda,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1646,Natalia64204551,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1651,AlejitoEdge,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1657,JV_14AP,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1658,ANG3L1KM,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1659,isaksr_,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1669,elinformativo27,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1671,AndresPerezHunt,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1673,entreaguas305,"La Jagua, Huila, Colombia","la jagua, huila, colombia",False,"['la jagua', ' huila', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
1680,ReneQuintanaG,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1701,andresconde73,Medellín Colombia,medellin colombia,False,['medellin colombia'],medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
1708,SalomePazCol,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1713,MarkKennedy721,"Bogota, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1717,npvillamizar,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1718,iquior0lpmlfd,"Bucaramanga, Colombia","bucaramanga, colombia",False,"['bucaramanga', ' colombia']",bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
1719,MeliCuevas83,"Bogota, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1722,MariaferCantor,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1728,josejorge04,En #Valledupar - #Colombia,"en valledupar , colombia",False,"['en valledupar ', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
1730,fraidlex,"Bogotá,Colombia.","bogota,colombia ",False,"['bogota', 'colombia ']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1731,RevistaGamin,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1734,Leppard76,Bogotá D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1739,SoyJohnSuarez,Bogota,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1745,Sxnt22,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1746,calequintero,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
1749,Danielcb7jdm,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1752,lau_p12,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
1753,Nani_1013,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
