,Unnamed: 0,Datetime,Tweet Id,Text,Username,preprocessed_data
10,10,2021-05-20 16:57:37+00:00,1395423477763616770,"@RevistaSemana Lamentable noticia, las tristes consecuencias de #ParoNacional20M  #parodestructorsos",salitama,"['lamentable', 'noticia', 'triste', 'consecuencia', 'paronacional', 'parodestructo']"
11,11,2021-05-20 13:27:21+00:00,1395370564232093696,"@luisRebel_ @PalomaSenadora Es que ese poste es un ""Poste Opresor""🤷🏻‍♀️

No tienen nada en la cabeza🤯

#ParoDestructorSOS
#ElParoDestruyóAColombia
#elparodelamuerte
#ElParoNosEstaMatando
#NoMasParo
#ElParoNoMeRepresenta",marciniegasz,"['poste', 'poste', 'opresor', 'cabeza', 'parodestructo', 'elparodestruyoacolombia', 'elparodelamuerte', 'elparonosestamatando', 'nomasparo', 'elparonomerepresenta']"
12,12,2021-05-20 13:22:51+00:00,1395369429094092801,"@PalomaSenadora @QuinteroCalle es culpable y cómplice. No nos cuida la ciudad, él los apoya, xq él se siente identificado con ellos. Es igual a esos vándalos q están destruyendo la ciudad, él desde el poder, ellos en las calles
#MedellínSeRespeta
#parodelamuerte
#ParoDestructorSOS https://t.co/vruQLKKMyv",marciniegasz,"['culpable', 'complice', 'cuidar', 'ciudad', 'apoyar', 'xq', 'identificado', 'igual', 'vandalo', 'estar', 'destruir', 'ciudad', 'poder', 'calle', 'medellinserespeta', 'parodelamuerte', 'parodestructo']"
13,13,2021-05-19 14:47:22+00:00,1395028309478674438,#MamadosDe este paro absurdo #ParoNacional19M que dice tener como objetivo mejorar las condiciones socioeconómicas del país mientras terminan de acabar con los pocos negocios que han logrado sobrevivir a la pandemia. #parodeasesinos #parodestructorsos https://t.co/jnjehTANaQ,parada_vaeza,"['mamadosde', 'paro', 'absurdo', 'paronacional', 'decir', 'tener', 'objetivo', 'mejorar', 'condición', 'socioeconomico', 'pais', 'mientras', 'terminar', 'acabar', 'poco', 'negocio', 'logrado', 'sobrevivir', 'pandemia', 'parodeasesino', 'parodestructo']"
14,14,2021-05-19 10:09:29+00:00,1394958381283225602,"@cristinaplazasm Muy buen dicho, a mi tampoco me representa ese #parodestructorsos",salitama,"['buen', 'dicho', 'tampoco', 'representar', 'parodestructo']"
15,15,2021-05-19 00:48:30+00:00,1394817204680540165,"@Legarda77443474 #ParoDestructorSOS #ComiteDelParo
@SenadoGovCo
@ConcejoDeBogota
@cutcolombia
@FecodeRegiones",mafaldafox,"['parodestructo', 'comitedelparo']"
16,16,2021-05-18 16:16:53+00:00,1394688449656016898,"@fertome2 Esto va de mal en peor.
A ese #TerrorismoUrbano hay q combatirlo con toda la fuerza del estado.
#ParoDestructorSOS
#ComiteDelParoAsesino
#ComiteDelParo
@SenadoGovCo
@ConcejoDeBogota
@ONU_es
@ONU_derechos
@mindefensa",mafaldafox,"['ir', 'mal', 'peor', 'terrorismourbano', 'combatir', 'él', 'todo', 'fuerza', 'parodestructo', 'comitedelparoasesino', 'comitedelparo']"
17,17,2021-05-18 10:14:20+00:00,1394597212261322753,@AlbertoBernalLe @IvanDuque Total apoyo a tumbar tendencias #uribistas y en especial si son propuestas por @AlbertoBernalLe #NoMasBloqueos #NoMasParo #parodestructorsos #ConmocionInteriorYA #FamiliaUribista #MINGATERRORISTA #VandalismoPuroYDuro #UribeTieneLaRazon https://t.co/BospT6a65G,Zero_Levy,"['total', 'apoyo', 'tumbar', 'tendencia', 'uribista', 'especial', 'si', 'propuesta', 'nomasbloqueo', 'nomasparo', 'parodestructo', 'conmocioninteriorya', 'familiauribista', 'mingaterrorista', 'vandalismopuroyduro', 'uribetenelar']"
18,18,2021-05-18 03:11:56+00:00,1394490914001801220,"Otro hecho vandálico... #parodestructorsos 🇨🇴⛓️⚠️ presa de ataques, pérdidas, delitos https://t.co/ehjHwNWuL0",Vallepilar15,"['hecho', 'vandalico', 'parodestructo', 'presa', 'ataque', 'perdido', 'delito']"
19,19,2021-05-18 02:47:38+00:00,1394484796169068545,"@petrogustavo pare ya el #ParoDestructorSOS
#ComiteDelParoAsesino
#ComiteDelParo
@SenadoGovCo
@ConcejoDeBogota
@FecodeRegiones",mafaldafox,"['parir', 'parodestructo', 'comitedelparoasesino', 'comitedelparo']"
20,20,2021-05-18 01:58:46+00:00,1394472499304411140,"@carlosvargas182 @JOrlandoArcila @PoliciaColombia @gusgomez1701 @saludhernandezm @ricarospina @olgarendonm @MapuAristizabal @rabodeajip @JuanPabloCalvas @AndresPastrana_ @jaimeflozada @Matador000 Paren la agresión a la fuerza pública mugrosos del #ComiteDelParo. #ParoDestructorSOS 
@ONU_es
@CorteIDH
@CIDH
@ONU_derechos
@SenadoGovCo
@ConcejoDeBogota",mafaldafox,"['parir', 'agresion', 'fuerza', 'publicar', 'mugroso', 'comitedelparo', 'parodestructo']"
21,21,2021-05-17 23:54:12+00:00,1394441151546068994,"@ArielAnaliza @PoliciaColombia Ya han caído muchos policías pero como usted está del lado del terrorismo ni los mienta 
#paroterrorista 
#ParoDeAsesinos 
#ParoDestructorSOS 
#DemandemosAlComiteDelParo 
#ElParoDestruyoAColombia https://t.co/4FlNxRswp8",freecolombia2,"['caido', 'policia', 'tú', 'lado', 'terrorismo', 'mentar', 'paroterrorista', 'parodeasesino', 'parodestructo', 'demandemosalcomitedelparo', 'elparodestruyoacolombia']"
22,22,2021-05-17 23:47:49+00:00,1394439545001742338,"@intiasprilla Guerrillo no exagere, fue solo un accidente 
#paroterrorista 
#ParoDeAsesinos 
#ParoDestructorSOS 
#ElParoDestruyoAColombia 
#DemandemosAlComiteDelParo https://t.co/TVh4luI1SS",freecolombia2,"['guerrillo', 'exagerar', 'solo', 'accidente', 'paroterrorista', 'parodeasesino', 'parodestructo', 'elparodestruyoacolombia', 'demandemosalcomitedelparo']"
23,23,2021-05-17 20:26:36+00:00,1394388907739975686,"@spaceforpeace Dr. Sara:
#PetroFueraDeTwitter 
#UnaSolaRadio (?)
#MarchasSiBloqueosNo (?) 
#ApoyoAMiFuerzaPublica 
#NoMasParo 
#ParoDestructorSOS 
#UribeTieneLaRazon 
#UribeSomosTodos 
#LaVozDeUribeSomosTodos 
#YaDesbloquearon 
#yoapoyoalesmad 
#ElParoDestruyoAColombia
#YoCuidoMiCAI",MauricioJaramil,"['dr', 'sara', 'petrofueradetwitter', 'unasolaradio', 'marchassibloqueosno', 'apoyoamifuerzapuboico', 'nomasparo', 'parodestructo', 'uribetenelar', 'uribesomostodo', 'lavozdeuribe', 'yadesblocer', 'yoapoyoalesmad', 'elparodestruyoacolombia', 'yocuidomicai']"
24,24,2021-05-17 11:51:54+00:00,1394259378828685312,@LGPlata @cedy85 No hay UCIS el sistema de salud va a colapsar!!  No será momento de parar las aglomeraciones y concentraciones ?? #ParoAsesino #parodelamuerte #parodestructorsos,vivianud7,"['ucis', 'sistema', 'salud', 'ir', 'colapsar', 'ser', 'momento', 'parar', 'aglomeración', 'concentración', 'paroasesino', 'parodelamuerte', 'parodestructo']"
25,25,2021-05-17 08:40:12+00:00,1394211133637152768,😢#parodestructorsos https://t.co/h2IrEAMPGa,salitama,['parodestructo']
26,26,2021-05-16 22:58:35+00:00,1394064764654039042,"@criticolombia Puros vagos, drogados, el típico manifestante del #parodestructorsos",salitama,"['puro', 'vago', 'drogado', 'tipico', 'manifestante', 'parodestructo']"
27,27,2021-05-16 00:23:03+00:00,1393723635869917186,#ParoDestructorSOS #ParoOTerrorismo https://t.co/EXaqauxhWH,salitama,"['parodestructo', 'parooterrorismo']"
28,28,2021-05-16 00:21:02+00:00,1393723128682004483,#ParoOTerrorismo #ParoDestructorSOS https://t.co/oifGoVrBo4,salitama,"['parooterrorismo', 'parodestructo']"
29,29,2021-05-15 18:01:30+00:00,1393627614368210948,"@VickyDavilaH Los terroristas se tomaron a Cali, gracias Ciudad Jardin por resistir 
#paroterrorista 
#ParoDeAsesinos 
#ParoDestructorSOS 
#ParoAsesino https://t.co/4oOe3qay2Y",freecolombia2,"['terrorista', 'tomar', 'cali', 'gracias', 'ciudad', 'jardin', 'resistir', 'paroterrorista', 'parodeasesino', 'parodestructo', 'paroasesino']"
30,30,2021-05-15 16:01:09+00:00,1393597326464278531,"@ernestomaciast Senador si estamos claros quien lo inició, pero la justicia no actúa contra los cabecillas 
#paroterrorista 
#ParoDeAsesinos 
#ParoDestructorSOS https://t.co/c3sZvF6O0x",freecolombia2,"['senador', 'si', 'claro', 'inicio', 'justicia', 'actuar', 'cabecilla', 'paroterrorista', 'parodeasesino', 'parodestructo']"
31,31,2021-05-15 10:14:38+00:00,1393510124032077825,"De ser cierto lo sucedido a la joven en Popayán, lo siento mucho, pero nada justifica incendiar a una ciudad.“Seleccionan” excusas para sembrar el caos y la destrucción. Así no!Mentes maquiavélicas y zombies ignorantes que los siguen. #SosPopayan #OjoConEl2022 #ParoDestructorSOS https://t.co/HuOuOboxTk",ilianagarzon,"['ser', 'cierto', 'sucedido', 'joven', 'popayan', 'sentir', 'justificar', 'incendiar', 'ciudado', 'seleccionar', '""', 'excusa', 'sembrar', 'caos', 'destruccion', 'asi', 'nomente', 'maquiavelico', 'zombie', 'ignorante', 'seguir', 'sospoper', 'ojoconel', 'parodestructo']"
32,32,2021-05-14 23:39:02+00:00,1393350168460906498,"Construir una noticia puede resultar fácil, pero destruir la verdad es imposible. 👇👇👇 #OjoConEl2022 #ParoDestructorSOS #porcualquieramenospetro https://t.co/PRpLtCwe85",ilianagarzon,"['construir', 'noticia', 'poder', 'resultar', 'facil', 'destruir', 'verdad', 'imposible', 'ojoconel', 'parodestructo', 'porcualquieramenospetro']"
33,33,2021-05-14 13:28:33+00:00,1393196539422683137,"@Gu2Hail @alejo9210 Los bloqueos son un delito que pone en peligro la vida de los colombianos.
#ParoDeAsesinos 
#ParoDestructorSOS 
#paroterrorista https://t.co/1qf0nXvr2M",freecolombia2,"['bloqueo', 'delito', 'poner', 'peligro', 'vida', 'colombiano', 'parodeasesino', 'parodestructo', 'paroterrorista']"
34,34,2021-05-14 13:28:05+00:00,1393196421768220677,"@PascaGuerrero @alejo9210 ¿La minga terrorista?
#paroterrorista 
#ParoDeAsesinos 
#ParoDestructorSOS https://t.co/BGQfi9GknJ",freecolombia2,"['?', 'el', 'minga', 'terrorista', 'paroterrorista', 'parodeasesino', 'parodestructo']"
35,35,2021-05-14 13:26:51+00:00,1393196107975507973,"@Tweet1A @alejo9210 Claro, siempre posando para la foto
#paroterrorista 
#ParoAsesino 
#ParoDestructorSOS https://t.co/oo6CKRpSil",freecolombia2,"['claro', 'siempre', 'posar', 'foto', 'paroterrorista', 'paroasesino', 'parodestructo']"
36,36,2021-05-14 13:24:15+00:00,1393195453790007298,"@Gu2Hail @alejo9210 Ni agua van a poder tomar por los bloqueos terroristas que no dejan pasar los químicos para potabilizar el líquido 
#paroterrorista 
#ParoAsesino 
#ParoDestructorSOS 
#ParoDeAsesinos https://t.co/kvAvahU3qZ",freecolombia2,"['agua', 'ir', 'poder', 'tomar', 'bloqueo', 'terrorista', 'dejar', 'pasar', 'quimico', 'potabilizar', 'liquido', 'paroterrorista', 'paroasesino', 'parodestructo', 'parodeasesino']"
37,37,2021-05-14 02:40:42+00:00,1393033499058257922,"@jflafaurie @CHEIMO1801 José no son vándalos, son terroristas 
#ParoDeAsesinos 
#ParoDestructorSOS 
#ParoAsesino",freecolombia2,"['jo', 'él', 'vandal', 'terrorista', 'parodeasesino', 'parodestructo', 'paroasesino']"
38,38,2021-05-13 15:45:12+00:00,1392868539204308998,"Las fuerzas vandálicas petristas lograron lo que el señor de las bolsas no pudo desde la institucionalidad: acabar con @TransMilenio 

#ParoDestructorSOS https://t.co/UuBMaPifj3",CifuentesNando,"['fuerza', 'vandalico', 'petrista', 'lograr', 'senor', 'bolsa', 'poder', 'institucionalidad', 'acabar', 'parodestructo']"
39,39,2021-05-13 13:39:47+00:00,1392836976772927495,Verdadera resistencia. Resistencia productiva y que realmente busca y encuentra el bien común. #ParoDestructorSOS #NoMasBloqueos #ParoNacionalColombia https://t.co/OXlA1iUyaO,Ohne_mich,"['verdadero', 'resistencia', 'resistencia', 'productivo', 'realmente', 'buscar', 'encontrar', 'bien', 'comun', 'parodestructo', 'nomasbloqueo', 'paronacionalcolombia']"
40,40,2021-05-13 04:11:46+00:00,1392694029201063936,"Ahora todos los medios le están haciendo el juego a los vándalos. Antes de dar cualquier nota lo primero que dicen es: ""Las marchas son pacíficas, son unos pocos los que hacen desorden"". MENTIRA. Cuando el caos se desata, todos participan y lo hacen por gusto. #ParoDestructorSOS",farb007,"['ahora', 'medio', 'estar', 'hacer', 'juego', 'vandalo', 'dar', 'cualquiera', 'nota', 'primero', 'decir', 'marcha', 'pacifico', 'poco', 'hacer', 'desorden', 'mentira', 'caos', 'desatar', 'participar', 'hacer', 'gusto', 'parodestructo']"
41,41,2021-05-12 17:00:20+00:00,1392525059101691908,"@PadreDeFuco #YoNoParoYoProduzco #VandalosDejenVacunar #NosEstanCuidando #YoProtejoMiPais #YoApoyoALaFuerzaPublica #MiBanderaEsAsi #ConmocionInteriorYA #ParoDestructorSOS #ParoDeAsesinos #ApoyoAlEsmad #yoapoyoamifuerzapublica #fuerapetro #MilitarizarLasCallesYa
#MilitarizacionYa
#NoMasParo",LauRatt,"['yonoparoyoproduzco', 'vandalosdejenvacunar', 'nosestancuidar', 'yoprotejomipais', 'yoapoyoalafuerzapuboica', 'mibanderaesasi', 'conmocioninteriorya', 'parodestructo', 'parodeasesino', 'apoyoalesmad', 'yoapoyoamifuerzapuboica', 'fuerapetro', 'militarizarlascallesya', 'militarizacionya', 'nomasparo']"
42,42,2021-05-12 15:43:03+00:00,1392505609384169481,"Fancams legendarias y estas #PetroDioLaOrden
#ParoDestructorSOS #PetroNuncaSeraPresidente
#GraciasPresidente #YoApoyoALaFuerzaPublica #YoApoyoAMisHeroes #UribeTieneLaRazon
https://t.co/GYicZfEoOy",cositatropicaI,"['fancams', 'legendario', 'petrodiolaorden', 'parodestructo', 'petronuncaserar', 'graciaspresidente', 'yoapoyoalafuerzapuboica', 'yoapoyoamishero', 'uribetenelar']"
43,43,2021-05-12 03:41:42+00:00,1392324074370703361,#ParoAsesino #ParoDestructorSOS #NoMasBloqueos #EsUnHonorSerPolicia #YoApoyoALaFuerzaPublica https://t.co/pCALuADUdj,Dannasophia18,"['paroasesino', 'parodestructo', 'nomasbloqueo', 'esunhonorserpolicia', 'yoapoyoalafuerzapuboica']"
44,44,2021-05-12 03:35:07+00:00,1392322419046637571,"La bandera cómo es, #Colombia cómo es. 
#ColombiaSeRespeta 
#ColombiaNoSeHumilla 
#MingaAsesinaYCriminal 
#MingaTraqueta 
#ParoAsesino #ParoDestructorSOS https://t.co/OGdvVed2VX",jcme3,"['bandera', 'colombio', 'colombiar', 'colombianosehumilla', 'mingaasesinaycriminal', 'mingatraqueta', 'paroasesino', 'parodestructo']"
45,45,2021-05-12 02:49:25+00:00,1392310916415361030,"@RevistaSemana Dictadura petrista 
#PetroDelincuente 
#PetroEsUnHampon 
#PetroTerrorista 
#ParoAsesino 
#ParoDestructorSOS 
#MingaTerrorista",freecolombia2,"['dictadura', 'petrista', 'petrodelincuente', 'petroesunhampon', 'petroterrorista', 'paroasesino', 'parodestructo', 'mingaterrorista']"
46,46,2021-05-11 21:12:21+00:00,1392226093730512897,"@PaoHerreraC @ArielAnaliza ¿Ah y es que no sabían?
#ParoDeAsesinos 
#paroterrorista 
#ParoDestructorSOS https://t.co/r3x1x1sUfW",freecolombia2,"['?', 'ah', 'saber', 'parodeasesino', 'paroterrorista', 'parodestructo']"
47,47,2021-05-11 19:29:50+00:00,1392200292033310720,"#VandalosAsesinos #VandalismoPuroYDuro 
#ApoyoAMiFuerzaPublica 
#ApoyoAlEsmad 
#YoApoyoALaFuerzaPublica #YoApoyoAMisHeroes 
#MilitarizarLasCallesYa #UribeTieneLaRazon 
#UribeSomosTodos #NoMasParo 
#ParoDestructorSOS https://t.co/7aDeWfsADb",Giss1910,"['vandalosasesino', 'vandalismopuroyduro', 'apoyoamifuerzapuboico', 'apoyoalesmad', 'yoapoyoalafuerzapuboica', 'yoapoyoamishero', 'militarizarlascallesya', 'uribetenelar', 'uribesomostodo', 'nomasparo', 'parodestructo']"
48,48,2021-05-11 18:39:08+00:00,1392187533090492420,"Dizque #parodestructorsos  ola bien aindiada que si es, bien oscura, bien prehispánica, bien gay, bien pobre, sueldo miserable, bien que se la lucha, ¡ja! ¡Si hay gente muy bruta en esta vida! 😡🤬 menos mal existe ""el eliminar y nunca más"". #ParoNacional11M",dupplyflayer,"['dizque', 'parodestructo', 'ola', 'bien', 'aindiado', 'si', 'bien', 'oscuro', 'bien', 'prehispanico', 'bien', 'gay', 'bien', 'pobre', 'sueldo', 'miserable', 'bien', 'lucha', '!', 'ja', '!', 'si', 'gente', 'bruto', 'vida', 'menos', 'mal', 'existir', 'eliminar', 'nunca', 'mas', 'paronacional', 'm']"
49,49,2021-05-11 13:16:00+00:00,1392106216491520007,"@GustavoBolivar Guerrillo el señor @MiguelUribeT está diciendo la verdad, usted no puede seguir engañando a sus borregos adoctrinados y apoyando un paro terrorista 
#ParoDeAsesinos 
#ParoDestructorSOS 
#paroterrorista 
#mingaguerrillera https://t.co/WeF1f5OIQF",freecolombia2,"['guerrillo', 'senor', 'decir', 'verdad', 'tú', 'poder', 'seguir', 'enganar', 'borrego', 'adoctrinado', 'apoyar', 'paro', 'terrorista', 'parodeasesino', 'parodestructo', 'paroterrorista', 'mingaguerriller']"
50,50,2021-05-11 12:47:59+00:00,1392099165350600704,"@LaSinEstilo No romanticemos vándalos 
#ParoDeAsesinos 
#ParoDestructorSOS https://t.co/jrRFqs6fZW",freecolombia2,"['romantizar', 'vandalo', 'parodeasesino', 'parodestructo']"
51,51,2021-05-11 01:12:19+00:00,1391924093944008708,@RevistaSemana @JenniferPedraz A cuántos de los +10 millones de los que votamos por @IvanDuque representa esta supuesta líder Jennifer Pedraza? Me tienen mamado los hptas del paro! Nos quieren llevar a una verdadera guerra civil #ParoDestructorSOS,cqb1983,"['cuanto', 'millón', 'votar', 'representar', 'supuesto', 'lider', 'jennifer', 'pedraza', 'mamado', 'hptas', 'paro', 'querer', 'llevar', 'verdadero', 'guerra', 'civil', 'parodestructo']"
52,52,2021-05-11 00:53:54+00:00,1391919457963020288,"@vanguardiacom EL PARO CONTINÚA; NO HAY ACUERDOS, MINISTROS Y PRESIDENTE NO QUIEREN DAR ACUERDOS, SOLO IMPONER ! #ParoNacional #ParoNacionalIndefinido #ParoNacional8M #ParoDestructorSOS",JAIROABERTOE,"['paro', 'continuo', 'acuerdo', 'ministro', 'presidente', 'querer', 'dar', 'acuerdo', 'solo', 'imponer', 'paronacional', 'paronacionalindefinido', 'paronacional', 'parodestructo']"
53,53,2021-05-10 23:52:40+00:00,1391904051193917442,"#NosEstanMasacrando #NOSESTANCENSURANDO #ParoNacional #ParoDestructorSOS #ParoNacional10M #DuqueRenuncieYa @IvanDuque RENUNCIA YAAAA, ASESINO...#OEA NO SIRVES PARA NADA #SOSMEDELLIN #ColombiaResiste #ColombiaEnAlertaRoja #DuqueNarcoParacoYAsesino https://t.co/jbUJrC2Zc4",NicaraguaJC2,"['nosestanmasacrar', 'nosestancensurar', 'paronacional', 'parodestructo', 'paronacional', 'duquerenunceyer', 'renuncia', 'yaa', 'asesinooe', 'servir', 'sosmedellin', 'colombiaresiste', 'colombiaenalerta', 'duquenarcoparacoyasesino']"
54,54,2021-05-10 23:44:11+00:00,1391901913428504576,#MingaIndigena #MarchasSiBloqueosNo @ONUHumanRights @MisionONUCol #ParoDestructorSOS @lcvelez @MabelLaraNews https://t.co/51STdyhazd,nemita100,"['mingaindigena', 'marchassibloqueosno', 'parodestructo']"
55,55,2021-05-10 23:17:49+00:00,1391895279713071109,"Ridiculos... mentirosos... violentos...destructivos... locos!! Eso es lo que son Uds. si, Uds los del paro nacional!!! Dejen trabajar. #ParoMataBebes #ParoDestructorSOS https://t.co/sw2SSPK34G",ottysolano,"['ridiculo', 'mentiroso', 'violentosdestructivos', 'loco', 'ud', 'si', 'udo', 'paro', 'nacional', 'dejar', 'trabajar', 'paromatabebe', 'parodestructo']"
56,56,2021-05-10 21:55:22+00:00,1391874531741126664,"Que eligio el comité del paro? Ellos se eligen solos y representan a todo un país que está mamado ellos?
#NoMasBloqueos #NoMasComumismo #ParoDestructorSOS #nomascomitedelparo #fueracomitedelparo",lasocram,"['eligio', 'comite', 'paro', 'elegir', 'solo', 'representar', 'pais', 'mamado', 'nomasbloqueo', 'nomascomumismo', 'parodestructo', 'nomascomitedelparo', 'fueracomitedelparo']"
57,57,2021-05-10 20:04:34+00:00,1391846645722136585,"@jedi_col No desinforme a la ciudadanía, son ciudadanos cuidando a la población de los terroristas y de los colectivos petristas asesinos 
#PetroDelincuente 
#ParoDeAsesinos 
#paroterrorista 
#ParoDestructorSOS 
#MingaAsesinaYCriminal https://t.co/cDSXn2blpa",freecolombia2,"['desinformar', 'ciudadania', 'ciudadano', 'cuidar', 'poblacion', 'terrorista', 'colectivo', 'petrista', 'asesino', 'petrodelincuente', 'parodeasesino', 'paroterrorista', 'parodestructo', 'mingaasesinaycriminal']"
58,58,2021-05-10 19:36:52+00:00,1391839677657894924,#ParoAsesino #ParoDestructorSOS https://t.co/ZU8FCuU8xu,MunozYicell,"['paroasesino', 'parodestructo']"
59,59,2021-05-10 18:12:08+00:00,1391818350519537664,"@RevistaSemana Tenemos que parar esta oleada terrorista YA 
#ParoDeAsesinos 
#ParoDestructorSOS 
#paroterrorista 
#MingaCriminal 
#mingaguerrillera",freecolombia2,"['parar', 'oleada', 'terrorista', 'parodeasesino', 'parodestructo', 'paroterrorista', 'mingacriminal', 'mingaguerriller']"
60,60,2021-05-10 18:10:08+00:00,1391817847458959363,"@MariaFdaCabal Tenemos que proteger la democracia y la vida de los colombianos 
#PetroDelincuente 
#ParoDeAsesinos 
#ParoDestructorSOS 
#paroterrorista https://t.co/t1Y506V5w6",freecolombia2,"['proteger', 'democracia', 'vida', 'colombiano', 'petrodelincuente', 'parodeasesino', 'parodestructo', 'paroterrorista']"
